company_name,company_name_ch,company_number,company_category,country_of_origin,incorporated,uri,primary_node,node_label,chain_position,secondary_node,review_needed,review_reason,sic_codes_full,matched_sic_code,matched_sic_text,sic_confidence,sic_tier,sic_source,oecd_activity_category,requires_defence_check,website,description,location_hint,ukspacetech_category,address_line1,address_line2,post_town,county,country,postcode,source_ch,source_uksd,source_scc,source_esa,source_website,supply_hierarchy,defence_primary,space_peripheral,ch_verified,notes,data_collection_date,extraction_source,match_type,confidence_level,primary_node_original,review_status,defence_review_status,is_shell,ch_name,ch_status,ch_type,ch_sic_codes,ch_postcode,ch_locality,ch_region,ch_country,ch_incorporated,pipeline_status,pipeline_reason,pipeline_date,ukspace_category,ukspace_profile_url,source_ukspace,space_probability,ml_classification_date,ml_version,classification_reason
SOUTH-SATELLITES LTD,SOUTH-SATELLITES LTD,10721221,Private Limited Company,United Kingdom,11/04/2017,http://business.data.gov.uk/id/company/10721221,N9,Enabling and Ancillary,Enabling,,Yes,,"43290 - Other construction installation | 74909 - Other professional, scientific and technical activities n.e.c. | nan | nan",74909.0,"74909 - Other professional, scientific and technical activities n.e.c.",Low,Tier 3,"OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: NACE 74.90 other professional, scientific and technical activities — CPA 74.90.13 environmental consulting, CPA 74.90.14 weather forecasting and meteorological services.",Ancillary activities,No,,,,,OFFICE 41 DREWITT HOUSE,865 RINGWOOD ROAD,BOURNEMOUTH,DORSET,ENGLAND,BH11 8LW,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,SOUTH-SATELLITES LTD,active,ltd,"43290, 74909",BH11 8LW,Bournemouth,Dorset,England,2017-04-11,verified,"Active, space keyword confirmed, SIC 74909 (Low confidence).",2026-07-23,,,,0.519122164545395,2026-07-23,v2,
SPACE & GROUND LIMITED,SPACE & GROUND LIMITED,15349372,Private Limited Company,United Kingdom,13/12/2023,http://business.data.gov.uk/id/company/15349372,N9,Enabling and Ancillary,Enabling,,Yes,,70210 - Public relations and communications activities | 70229 - Management consultancy activities other than financial management | nan | nan,70229.0,70229 - Management consultancy activities other than financial management,Low,Tier 3,"OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: NACE 70.22 business and other management consultancy — listed under professional, scientific and technical services for space.",Ancillary activities,No,,,,,"FLAT 1, 7 DOWNLEAZE",STOKE BISHOP,BRISTOL,,ENGLAND,BS9 1NA,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,SPACE & GROUND LIMITED,active,ltd,"70210, 70229",BS9 1NA,Bristol,,England,2023-12-13,verified,"Active, space keyword confirmed, SIC 70229 (Low confidence).",2026-07-23,,,,0.5876258164224564,2026-07-23,v2,
SPACE 2 (UK) LTD,SPACE 2 (UK) LTD,05693365,Private Limited Company,United Kingdom,31/01/2006,http://business.data.gov.uk/id/company/05693365,N9,Enabling and Ancillary,Enabling,,Yes,,"74909 - Other professional, scientific and technical activities n.e.c. | nan | nan | nan",74909.0,"74909 - Other professional, scientific and technical activities n.e.c.",Low,Tier 3,"OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: NACE 74.90 other professional, scientific and technical activities — CPA 74.90.13 environmental consulting, CPA 74.90.14 weather forecasting and meteorological services.",Ancillary activities,No,,,,,9 COMMERCE ROAD,LYNCHWOOD,PETERBOROUGH,CAMBRIDGESHIRE,,PE2 6LR,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,SPACE 2 (UK) LTD,active,ltd,74909,PE2 6LR,Peterborough,Cambridgeshire,,2006-01-31,verified,"Active, space keyword confirmed, SIC 74909 (Low confidence).",2026-07-23,,,,0.7742402179272659,2026-07-23,v2,
SPACE AM LIMITED,SPACE AM LIMITED,13317905,Private Limited Company,United Kingdom,07/04/2021,http://business.data.gov.uk/id/company/13317905,N9,Enabling and Ancillary,Enabling,,Yes,,71121 - Engineering design activities for industrial process and production | 71122 - Engineering related scientific and technical consulting activities | nan | nan,71121.0,71121 - Engineering design activities for industrial process and production,Low,Tier 3,OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: NACE 71.12 engineering activities and related technical consultancy — CPA 71.12.17 engineering services for industrial and manufacturing projects (includes space vehicles). CPA 71.12.18 engineering services for telecommunications and broadcasting projects.,Research and development services / engineering,No,,,,,THE WHEEL HOUSE BONDS MILL ESTATE,BRISTOL ROAD,STONEHOUSE,GLOUCESTERSHIRE,UNITED KINGDOM,GL10 3RF,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,SPACE AM LIMITED,active,ltd,"71121, 71122",GL10 3RF,Stonehouse,Gloucestershire,United Kingdom,2021-04-07,verified,"Active, space keyword confirmed, SIC 71121 (Low confidence).",2026-07-23,,,,0.5298932442461952,2026-07-23,v2,
SPACE BLACK CIC,SPACE BLACK CIC,14622882,Community Interest Company,United Kingdom,27/01/2023,http://business.data.gov.uk/id/company/14622882,N9,Enabling and Ancillary,Enabling,,Yes,,71111 - Architectural activities | 71112 - Urban planning and landscape architectural activities | 71122 - Engineering related scientific and technical consulting activities | 74100 - specialised design activities,71122.0,71122 - Engineering related scientific and technical consulting activities,Low,Tier 3,OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: NACE 71.12 engineering activities and related technical consultancy.,Research and development services / engineering,No,,,,,635 BATH ROAD,,SLOUGH,,ENGLAND,SL1 6AE,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,SPACE BLACK CIC,active,ltd,"71111, 71112, 71122, 74100",SL1 6AE,Slough,,England,2023-01-27,verified,"Active, space keyword confirmed, SIC 71122 (Low confidence).",2026-07-23,,,,0.6790427246495749,2026-07-23,v2,
SPACE CAPTURES LTD,SPACE CAPTURES LTD,12658237,Private Limited Company,United Kingdom,09/06/2020,http://business.data.gov.uk/id/company/12658237,N9,Enabling and Ancillary,Enabling,,Yes,,71122 - Engineering related scientific and technical consulting activities | nan | nan | nan,71122.0,71122 - Engineering related scientific and technical consulting activities,Low,Tier 3,OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: NACE 71.12 engineering activities and related technical consultancy.,Research and development services / engineering,No,,,,,DENBY HOUSE BUSINESS CENTRE TAYLOR LANE,LOSCOE,HEANOR,,ENGLAND,DE75 7AB,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,SPACE CAPTURES LTD,active,ltd,71122,DE75 7AB,Heanor,,England,2020-06-09,verified,"Active, space keyword confirmed, SIC 71122 (Low confidence).",2026-07-23,,,,0.760696953899958,2026-07-23,v2,
SPACE COLAB LTD,SPACE COLAB LTD,16626998,Private Limited Company,United Kingdom,04/08/2025,http://business.data.gov.uk/id/company/16626998,N9,Enabling and Ancillary,Enabling,,Yes,,71122 - Engineering related scientific and technical consulting activities | 72190 - Other research and experimental development on natural sciences and engineering | nan | nan,71122.0,71122 - Engineering related scientific and technical consulting activities,Low,Tier 3,OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: NACE 71.12 engineering activities and related technical consultancy.,Research and development services / engineering,No,,,,,86-90 PAUL STREET,,LONDON,,ENGLAND,EC2A 4NE,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,SPACE COLAB LTD,active,ltd,"71122, 72190",EC2A 4NE,London,,England,2025-08-04,verified,"Active, space keyword confirmed, SIC 71122 (Low confidence).",2026-07-23,,,,0.8838216388956426,2026-07-23,v2,
SPACE CONNEXIONS LIMITED,SPACE CONNEXIONS LIMITED,04779158,Private Limited Company,United Kingdom,28/05/2003,http://business.data.gov.uk/id/company/04779158,N9,Enabling and Ancillary,Enabling,,Yes,,"72190 - Other research and experimental development on natural sciences and engineering | 74909 - Other professional, scientific and technical activities n.e.c. | nan | nan",72190.0,72190 - Other research and experimental development on natural sciences and engineering,Medium,Tier 3,OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: NACE 72.19 other R&D on natural sciences and engineering — CPA 72.19.13 research in physical sciences including space research.,Fundamental and applied research,No,,,,,15 RECTORY CLOSE,,GUILDFORD,,ENGLAND,GU4 7AR,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,SPACE CONNEXIONS LIMITED,active,ltd,"72190, 74909",GU4 7AR,Guildford,,England,2003-05-28,verified,"Active, space keyword confirmed, SIC 72190 (Medium confidence).",2026-07-23,,,,0.8785074171552617,2026-07-23,v2,
SPACE DATA CENTRES LTD,SPACE DATA CENTRES LTD,09334541,Private Limited Company,United Kingdom,01/12/2014,http://business.data.gov.uk/id/company/09334541,N7,Data Processing and Analytics,Downstream,,Yes,,"47910 - Retail sale via mail order houses or via Internet | 63110 - Data processing, hosting and related activities | nan | nan",63110.0,"63110 - Data processing, hosting and related activities",Low,Tier 3,OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: NACE 63.11 data processing and hosting — downstream EO data processing services (explicitly noted in document p.11).,Downstream services for earth observation,No,,,,,DB HOUSE,RANI DRIVE,NOTTINGHAM,,ENGLAND,NG5 1RF,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,SPACE DATA CENTRES LTD,active,ltd,"47910, 63110",NG5 1RF,Nottingham,,England,2014-12-01,verified,"Active, space keyword confirmed, SIC 63110 (Low confidence).",2026-07-23,,,,0.5454523935457737,2026-07-23,v2,
SPACE ENERGY LTD,SPACE ENERGY LTD,14908800,Private Limited Company,United Kingdom,01/06/2023,http://business.data.gov.uk/id/company/14908800,N9,Enabling and Ancillary,Enabling,,Yes,,"74909 - Other professional, scientific and technical activities n.e.c. | nan | nan | nan",74909.0,"74909 - Other professional, scientific and technical activities n.e.c.",Low,Tier 3,"OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: NACE 74.90 other professional, scientific and technical activities — CPA 74.90.13 environmental consulting, CPA 74.90.14 weather forecasting and meteorological services.",Ancillary activities,No,,,,,AMBER HOUSE,GREEN LANE,LIVERPOOL,MERSEYSIDE,UNITED KINGDOM,L13 7GD,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,SPACE ENERGY LTD,active,ltd,74909,L13 7GD,Liverpool,Merseyside,United Kingdom,2023-06-01,verified,"Active, space keyword confirmed, SIC 74909 (Low confidence).",2026-07-23,,,,0.6878393175759453,2026-07-23,v2,
SPACE ENGINEERING SERVICES LIMITED,SPACE ENGINEERING SERVICES LIMITED,02186490,Private Limited Company,United Kingdom,02/11/1987,http://business.data.gov.uk/id/company/02186490,N9,Enabling and Ancillary,Enabling,,Yes,,28250 - Manufacture of non-domestic cooling and ventilation equipment | 33190 - Repair of other equipment | 43290 - Other construction installation | 71121 - Engineering design activities for industrial process and production,71121.0,71121 - Engineering design activities for industrial process and production,Low,Tier 3,OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: NACE 71.12 engineering activities and related technical consultancy — CPA 71.12.17 engineering services for industrial and manufacturing projects (includes space vehicles). CPA 71.12.18 engineering services for telecommunications and broadcasting projects.,Research and development services / engineering,No,,,,,CAUSEWAY CENTRAL,PIONEER PARK,BRISTOL,,,BS4 3QB,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,SPACE ENGINEERING SERVICES LIMITED,active,ltd,"28250, 33190, 43290, 71121",BS4 3QB,Bristol,,,1987-11-02,verified,"Active, space keyword confirmed, SIC 71121 (Low confidence).",2026-07-23,,,,0.5959272702664437,2026-07-23,v2,
SPACE ENTERTAINMENT ENTERPRISE (S.E.E.) LIMITED,SPACE ENTERTAINMENT ENTERPRISE (S.E.E.) LIMITED,16253147,Private Limited Company,United Kingdom,14/02/2025,http://business.data.gov.uk/id/company/16253147,N8,Applications and Services,Downstream,,Yes,,59111 - Motion picture production activities | 59112 - Video production activities | 59113 - Television programme production activities | 60200 - Television programming and broadcasting activities,60200.0,60200 - Television programming and broadcasting activities,Medium,Tier 3,OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: NACE 60.20 television programming and broadcasting activities — CPA 60.20.14 subscription television (includes DTH).,Supply of services supporting consumer markets,No,,,,,"SUITE 1, FIRST FLOOR",1 DUCHESS STREET,LONDON,,UNITED KINGDOM,W1W 6AN,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,SPACE ENTERTAINMENT ENTERPRISE (S.E.E.) LIMITED,active,ltd,"59111, 59112, 59113, 60200",W1W 6AN,London,,United Kingdom,2025-02-14,verified,"Active, space keyword confirmed, SIC 60200 (Medium confidence).",2026-07-23,,,,0.5040078596937698,2026-07-23,v2,
SPACE EXPERIMENTS LIMITED,SPACE EXPERIMENTS LIMITED,10882127,Private Limited Company,United Kingdom,25/07/2017,http://business.data.gov.uk/id/company/10882127,N9,Enabling and Ancillary,Enabling,,Yes,,72190 - Other research and experimental development on natural sciences and engineering | nan | nan | nan,72190.0,72190 - Other research and experimental development on natural sciences and engineering,Medium,Tier 3,OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: NACE 72.19 other R&D on natural sciences and engineering — CPA 72.19.13 research in physical sciences including space research.,Fundamental and applied research,No,,,,,5 HERBERT TERRACE,,PENARTH,,UNITED KINGDOM,CF64 2AH,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,SPACE EXPERIMENTS LIMITED,active,ltd,72190,CF64 2AH,Penarth,,United Kingdom,2017-07-25,verified,"Active, space keyword confirmed, SIC 72190 (Medium confidence).",2026-07-23,,,,0.9648235435361447,2026-07-23,v2,
SPACE FLOW LTD,SPACE FLOW LTD,SC467973,Private Limited Company,United Kingdom,21/01/2014,http://business.data.gov.uk/id/company/SC467973,N9,Enabling and Ancillary,Enabling,,Yes,,"74909 - Other professional, scientific and technical activities n.e.c. | nan | nan | nan",74909.0,"74909 - Other professional, scientific and technical activities n.e.c.",Low,Tier 3,"OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: NACE 74.90 other professional, scientific and technical activities — CPA 74.90.13 environmental consulting, CPA 74.90.14 weather forecasting and meteorological services.",Ancillary activities,No,,,,,51/3 WARRENDER PARK ROAD,,EDINBURGH,MIDLOTHIAN,,EH9 1EU,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,SPACE FLOW LTD,active,ltd,74909,EH9 1EU,Edinburgh,Midlothian,,2014-01-21,verified,"Active, space keyword confirmed, SIC 74909 (Low confidence).",2026-07-23,,,,0.7062442147369528,2026-07-23,v2,
SPACE FORMS LTD,SPACE FORMS LTD,11919799,Private Limited Company,United Kingdom,01/04/2019,http://business.data.gov.uk/id/company/11919799,N7,Data Processing and Analytics,Downstream,,Yes,,"62012 - Business and domestic software development | 62020 - Information technology consultancy activities | 63110 - Data processing, hosting and related activities | nan",63110.0,"63110 - Data processing, hosting and related activities",Low,Tier 3,OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: NACE 63.11 data processing and hosting — downstream EO data processing services (explicitly noted in document p.11).,Downstream services for earth observation,No,,,,,124 CITY ROAD,,LONDON,,UNITED KINGDOM,EC1V 2NX,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,SPACE FORMS LTD,active,ltd,"62012, 62020, 63110",EC1V 2NX,London,,United Kingdom,2019-04-01,verified,"Active, space keyword confirmed, SIC 63110 (Low confidence).",2026-07-23,,,,0.6962631470204588,2026-07-23,v2,
SPACE FOUND LTD,SPACE FOUND LTD,14327129,Private Limited Company,United Kingdom,31/08/2022,http://business.data.gov.uk/id/company/14327129,N9,Enabling and Ancillary,Enabling,,Yes,,71111 - Architectural activities | 71122 - Engineering related scientific and technical consulting activities | nan | nan,71122.0,71122 - Engineering related scientific and technical consulting activities,Low,Tier 3,OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: NACE 71.12 engineering activities and related technical consultancy.,Research and development services / engineering,No,,,,,7 MEMORIAL DRIVE,,TAMWORTH,STAFFORDSHIRE,UNITED KINGDOM,B79 8UP,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,SPACE FOUND LTD,active,ltd,"71111, 71122",B79 8UP,Tamworth,Staffordshire,United Kingdom,2022-08-31,verified,"Active, space keyword confirmed, SIC 71122 (Low confidence).",2026-07-23,,,,0.7434302237917958,2026-07-23,v2,
SPACE GLOBAL LIMITED,SPACE GLOBAL LIMITED,08396440,Private Limited Company,United Kingdom,11/02/2013,http://business.data.gov.uk/id/company/08396440,N9,Enabling and Ancillary,Enabling,,Yes,,"74909 - Other professional, scientific and technical activities n.e.c. | nan | nan | nan",74909.0,"74909 - Other professional, scientific and technical activities n.e.c.",Low,Tier 3,"OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: NACE 74.90 other professional, scientific and technical activities — CPA 74.90.13 environmental consulting, CPA 74.90.14 weather forecasting and meteorological services.",Ancillary activities,No,,,,,1ST FLOOR,211 ARCHWAY ROAD,LONDON,,,N6 5BN,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,SPACE GLOBAL LIMITED,active,ltd,74909,N6 5BN,London,,,2013-02-11,verified,"Active, space keyword confirmed, SIC 74909 (Low confidence).",2026-07-23,,,,0.7476992054169271,2026-07-23,v2,
SPACE INNOVATION ROBOTICS LTD,SPACE INNOVATION ROBOTICS LTD,SC554786,Private Limited Company,United Kingdom,17/01/2017,http://business.data.gov.uk/id/company/SC554786,N9,Enabling and Ancillary,Enabling,,Yes,,"71122 - Engineering related scientific and technical consulting activities | 72190 - Other research and experimental development on natural sciences and engineering | 74909 - Other professional, scientific and technical activities n.e.c. | nan",71122.0,71122 - Engineering related scientific and technical consulting activities,Low,Tier 3,OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: NACE 71.12 engineering activities and related technical consultancy.,Research and development services / engineering,No,,,,,48 WEST GEORGE STREET,"CLYDE OFFICES, 2ND FLOOR",GLASGOW,,SCOTLAND,G2 1BP,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,SPACE INNOVATION ROBOTICS LTD,active,ltd,"71122, 72190, 74909",G2 1BP,Glasgow,,Scotland,2017-01-17,verified,"Active, space keyword confirmed, SIC 71122 (Low confidence).",2026-07-23,,,,0.7788507607749658,2026-07-23,v2,
SPACE INSIGHT LIMITED,SPACE INSIGHT LIMITED,05521935,Private Limited Company,United Kingdom,28/07/2005,http://business.data.gov.uk/id/company/05521935,N7,Data Processing and Analytics,Downstream,,Yes,,"62090 - Other information technology service activities | 63110 - Data processing, hosting and related activities | 72190 - Other research and experimental development on natural sciences and engineering | 84110 - General public administration activities",63110.0,"63110 - Data processing, hosting and related activities",Low,Tier 3,OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: NACE 63.11 data processing and hosting — downstream EO data processing services (explicitly noted in document p.11).,Downstream services for earth observation,No,,,,,18 HYDE GARDENS,EASTBOURNE,EAST SUSSEX,,,BN21 4PT,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,SPACE INSIGHT LIMITED,active,ltd,"62090, 63110, 72190, 84110",BN21 4PT,East Sussex,,,2005-07-28,verified,"Active, space keyword confirmed, SIC 63110 (Low confidence).",2026-07-23,,,,0.8835477658542468,2026-07-23,v2,
SPACE INTERNET INSTALLATIONS LTD,SPACE INTERNET INSTALLATIONS LTD,13214144,Private Limited Company,United Kingdom,19/02/2021,http://business.data.gov.uk/id/company/13214144,N8,Applications and Services,Downstream,,Yes,,61300 - Satellite telecommunications activities | nan | nan | nan,61300.0,61300 - Satellite telecommunications activities,High,Tier 1,"ONS SIC 2007 index: satellite circuit rental services, telecommunications satellite relay station. Also confirmed by OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: satellite telecommunications activities.",Operation of space systems / Downstream satcoms,No,,,,,6 LUXBOROUGH GROVE,,MILTON KEYNES,BUCKS,UNITED KINGDOM,MK4 1LX,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,SPACE INTERNET INSTALLATIONS LTD,active,ltd,61300,MK4 1LX,Milton Keynes,Bucks,United Kingdom,2021-02-19,verified,"Active, space keyword confirmed, SIC 61300 (High confidence).",2026-07-23,,,,0.914708014865196,2026-07-23,v2,
SPACE LONDON LIMITED,SPACE LONDON LIMITED,12501525,Private Limited Company,United Kingdom,06/03/2020,http://business.data.gov.uk/id/company/12501525,N9,Enabling and Ancillary,Enabling,,Yes,,"74909 - Other professional, scientific and technical activities n.e.c. | nan | nan | nan",74909.0,"74909 - Other professional, scientific and technical activities n.e.c.",Low,Tier 3,"OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: NACE 74.90 other professional, scientific and technical activities — CPA 74.90.13 environmental consulting, CPA 74.90.14 weather forecasting and meteorological services.",Ancillary activities,No,,,,,NELSON HOUSE,2 HAMILTON TERRACE,LEAMINGTON SPA,,ENGLAND,CV32 4LY,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,SPACE LONDON LIMITED,active,ltd,74909,CV32 4LY,Leamington Spa,,England,2020-03-06,verified,"Active, space keyword confirmed, SIC 74909 (Low confidence).",2026-07-23,,,,0.6996344181892277,2026-07-23,v2,
SPACE MARKETS EUROPE LTD,SPACE MARKETS EUROPE LTD,16252110,Private Limited Company,United Kingdom,14/02/2025,http://business.data.gov.uk/id/company/16252110,N8,Applications and Services,Downstream,,Yes,,61300 - Satellite telecommunications activities | nan | nan | nan,61300.0,61300 - Satellite telecommunications activities,High,Tier 1,"ONS SIC 2007 index: satellite circuit rental services, telecommunications satellite relay station. Also confirmed by OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: satellite telecommunications activities.",Operation of space systems / Downstream satcoms,No,,,,,71-75 SHELTON STREET,COVENT GARDEN,LONDON,,UNITED KINGDOM,WC2H 9JQ,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,SPACE MARKETS EUROPE LTD,active,ltd,61300,WC2H 9JQ,London,,United Kingdom,2025-02-14,verified,"Active, space keyword confirmed, SIC 61300 (High confidence).",2026-07-23,,,,0.961132763533527,2026-07-23,v2,
SPACE NORWAY (UK) LIMITED,SPACE NORWAY (UK) LIMITED,03188910,Private Limited Company,United Kingdom,22/04/1996,http://business.data.gov.uk/id/company/03188910,N8,Applications and Services,Downstream,,Yes,,61300 - Satellite telecommunications activities | nan | nan | nan,61300.0,61300 - Satellite telecommunications activities,High,Tier 1,"ONS SIC 2007 index: satellite circuit rental services, telecommunications satellite relay station. Also confirmed by OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: satellite telecommunications activities.",Operation of space systems / Downstream satcoms,No,,,,,2 LONDON WALL PLACE,,LONDON,LONDON,ENGLAND,EC2Y 5AU,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,SPACE NORWAY (UK) LIMITED,active,ltd,61300,EC2Y 5AU,London,London,England,1996-04-22,verified,"Active, space keyword confirmed, SIC 61300 (High confidence).",2026-07-23,,,,0.9598961402516072,2026-07-23,v2,
SPACE PLAN SOLUTIONS LTD,SPACE PLAN SOLUTIONS LTD,14667628,Private Limited Company,United Kingdom,16/02/2023,http://business.data.gov.uk/id/company/14667628,N7,Data Processing and Analytics,Downstream,,Yes,,"58290 - Other software publishing | 62020 - Information technology consultancy activities | 62090 - Other information technology service activities | 63110 - Data processing, hosting and related activities",63110.0,"63110 - Data processing, hosting and related activities",Low,Tier 3,OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: NACE 63.11 data processing and hosting — downstream EO data processing services (explicitly noted in document p.11).,Downstream services for earth observation,No,,,,,9 BRADLEY WALK,,WELLESBOURNE,,UNITED KINGDOM,CV35 9UU,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,SPACE PLAN SOLUTIONS LTD,active,ltd,"58290, 62020, 62090, 63110",CV35 9UU,Wellesbourne,,United Kingdom,2023-02-16,verified,"Active, space keyword confirmed, SIC 63110 (Low confidence).",2026-07-23,,,,0.6196531903121408,2026-07-23,v2,
SPACE POWER LTD,SPACE POWER LTD,11844934,Private Limited Company,United Kingdom,25/02/2019,http://business.data.gov.uk/id/company/11844934,N8,Applications and Services,Downstream,,Yes,,35120 - Transmission of electricity | 61300 - Satellite telecommunications activities | nan | nan,61300.0,61300 - Satellite telecommunications activities,High,Tier 1,"ONS SIC 2007 index: satellite circuit rental services, telecommunications satellite relay station. Also confirmed by OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: satellite telecommunications activities.",Operation of space systems / Downstream satcoms,No,,,,,R27 ATLAS BUILDING FERMI AVENUE,HARWELL OXFORD,DIDCOT,OXFORDSHIRE,ENGLAND,OX11 0QX,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,SPACE POWER LTD,active,ltd,"35120, 61300",OX11 0QX,Didcot,Oxfordshire,England,2019-02-25,verified,"Active, space keyword confirmed, SIC 61300 (High confidence).",2026-07-23,,,,0.9623948823818084,2026-07-23,v2,
